# Parameter: shrinking_const
# Format: value	final_window_area	max_velocity_at_10
0.1	120.55352897629983	0.9663108918403994
0.2	118.3457187364731	0.8069464540691671
0.3	116.11721609734072	0.7090389874531801
0.4	113.86886759950514	0.6104591324418981
0.5	111.60112309507394	0.5113422836180802
0.6	109.31505949158411	0.44184431485128783
0.7	107.01103075082568	0.3324254493001034
0.8	104.68989941339434	0.22268851500544898
0.9	102.35247740692357	0.1111222783809483
